EventName,Casino,Location,Offer,StartDate,EndDate,OfferType
Prime Rib Special,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$5 off prime rib with Club Lucky card.,2025-09-19T00:00-07:00,2025-09-20T23:59-07:00,Special-Events
Drift $15 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$15 Lucky Bucks valid Fri 9/19 - Sun 9/21.,2025-09-19T00:00-07:00,2025-09-21T23:59-07:00,Free-Play
$20 Free Play Offer,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",$20 free play valid one time,2025-09-19T07:00-07:00,2025-09-23T23:59-07:00,Free-Play
Monthly Gift Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift: Queen comforter,2025-09-19T10:00-07:00,2025-09-19T14:00-07:00,Giveaway
Closet Clean Out Gift Giveaway,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Earn 25,000 points to receive a Foot Spa",2025-09-19T12:00-07:00,2025-09-19T20:00-07:00,Giveaway
Club Lucky Drawings,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Cash hot seat drawings based on tier. Bonus cash drawing at 9pm.,2025-09-19T18:00-07:00,2025-09-19T21:00-07:00,Giveaway
Oregon State Rivalry Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",All-you-can-eat buffet of tailgate favorites; 3 drawing tickets to win Duck or Beaver prizes; tickets $45,2025-09-20T00:00-07:00,2025-09-20T23:59-07:00,Giveaway
VIP Offer - Free Entry and Food Credits,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Free entry for two to one session of Wine & Food Festival, $30 food credits, VIP drink pass available for $10",2025-09-20T00:00-07:00,2025-09-20T23:59-07:00,Hospitality-Rewards
Wine & Food Festival,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Sip, sample & savor hundreds of wines, beers, spirits",2025-09-20T00:00-07:00,2025-09-21T23:59-07:00,Hospitality-Rewards
$20 Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$20 Free Play,2025-09-20T10:00-07:00,2025-09-26T23:59-07:00,Free-Play
Wine & Food Festival - Grand Tasting Session One,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$10 promo play upon entry,2025-09-20T12:00-07:00,2025-09-20T16:00-07:00,Free-Play
"$68,000 Winefest Giveaway",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 promo play hot seats every 20 minutes, $25,000 cash grand prize at 18:30",2025-09-20T15:30-07:00,2025-09-20T18:30-07:00,Giveaway
Vintage Elite Crue Performance,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",,2025-09-20T16:00-07:00,2025-09-20T17:30-07:00,Offer
Oktoberfest Hot Seats,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",Hot seat winners every 30 minutes,2025-09-20T16:00-07:00,2025-09-20T21:00-07:00,Giveaway
Ferris Reels and Four Wheels,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Win a brand-new Jeep Wrangler Rubicon! 10 winners every hour,2025-09-20T17:00-07:00,2025-09-20T20:00-07:00,Offer
Wine & Food Festival - Grand Tasting Session Two,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$10 promo play upon entry,2025-09-20T17:00-07:00,2025-09-20T21:00-07:00,Free-Play
Princess® Win a Cruise Giveaway,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Win Lucky Bucks or a cruise & cash. Winners selected at 7pm, 7:30pm, 8pm, 8:30pm, cruise + $500 cash at 9pm.",2025-09-20T19:00-07:00,2025-09-20T21:00-07:00,Giveaway
Reels Mile of Fortune Grand Prize Drawings,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win $25,000 Grand Prize Cash",2025-09-20T21:00-07:00,2025-09-20T21:00-07:00,Giveaway
Football Pick ’Em,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Make weekly picks for up to $2,000 cash and $10 free play.",2025-09-21T00:00-07:00,2025-09-21T23:59-07:00,Giveaway
Extended Summer Sweepstakes Multiplier,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Entry multiplier,2025-09-21T00:00-07:00,2025-09-21T23:59-07:00,Giveaway
VIP Offer - Free Entry and Food Credits,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Free entry for two to one session of Wine & Food Festival, $30 food credits, VIP drink pass available for $10",2025-09-21T00:00-07:00,2025-09-21T23:59-07:00,Hospitality-Rewards
$125 Weekly Free Play or Dining Credit - Week 4,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 free play or dining credit.,2025-09-21T00:00-07:00,2025-09-27T23:59-07:00,Free-Play
Complimentary Hotel Stay - Week 4,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",1 complimentary night at EQC Fife.,2025-09-21T00:00-07:00,2025-09-27T23:59-07:00,Hospitality-Rewards
An Epic Evening Gift Giveaway - Week 3,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Free gift with voucher; Versace sunglasses, Coach purse, chance at $18,000 cash grand prize",2025-09-21T10:00-07:00,2025-09-21T20:00-07:00,Giveaway
Free Gifts - Bakeware Sets,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Bundt Pan, Muffin Pan, Loaf Pan Set, Pie Pan Set; limit one per person, per week; while supplies last",2025-09-21T10:00-07:00,2025-09-21T20:00-07:00,Giveaway
Tailgate Gifting,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Free gift: Four-piece football serving bowls.,2025-09-21T12:00-07:00,2025-09-21T18:00-07:00,Giveaway
Squishmallow Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Receive a 12"" Squishmallow plush by redeeming a voucher at the Muckleshoot Rewards Center",2025-09-21T12:00-07:00,2025-09-21T21:00-07:00,Giveaway
$9000 Friendly Hot Seats,Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801",Win $200 freeplay and $50 freeplay for a friend. Drawings every 15 minutes 1–3pm. Limit one $200 freeplay win per player per day.,2025-09-21T13:00-07:00,2025-09-21T15:00-07:00,Giveaway
Wine & Food Festival - Grand Tasting Sunday Session,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$10 promo play upon entry,2025-09-21T13:00-07:00,2025-09-21T17:00-07:00,Free-Play
Gift Giveaway - Wireless Phone Charger Alarm Clock Radio / USB Humidifier / LED Dome Lamp & Speaker,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Visit weekly to collect the entire set - no point earning needed. Limit one gift per week, while supplies last.",2025-09-21T13:00-07:00,2025-09-21T21:00-07:00,Giveaway
"$68,000 Winefest Giveaway",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 promo play hot seats every 20 minutes, $25,000 cash grand prize at 18:30",2025-09-21T15:30-07:00,2025-09-21T18:30-07:00,Giveaway
Drift $15 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$15 Lucky Bucks valid Mon 9/22 - Thu 9/25.,2025-09-22T00:00-07:00,2025-09-25T23:59-07:00,Free-Play
$15 Off Food Voucher,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",$15 off food once per week,2025-09-22T00:00-07:00,2025-09-25T23:59-07:00,Hospitality-Rewards
Ringer Entertainment Stay and Play - Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Complimentary night stay with reservation required,2025-09-22T00:00-07:00,2025-09-25T23:59-07:00,Hospitality-Rewards
Free Topgolf Swing Suite,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","1 hour of free Topgolf Swing Suite playtime for you and up to 3 guests, valid once per week",2025-09-22T00:00-07:00,2025-09-28T23:59-07:00,Offer
Your Choice Promotion,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose $25 free play or 2x slot points once per week,2025-09-22T00:00-07:00,2025-09-28T23:59-07:00,Free-Play
$10 in Free Play Credits,Quil Ceda Creek Casino,"6221 31st Ave NE, Tulalip, WA 98271",$10 in free play credits,2025-09-22T00:00-07:00,2025-09-30T23:59-07:00,Free-Play
$10 in Free Play Credits,Tulalip Casino,"10200 Quil Ceda Blvd, Tulalip, WA 98271",$10 in free play credits,2025-09-22T00:00-07:00,2025-09-30T23:59-07:00,Free-Play
$35 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play,2025-09-22T06:00-07:00,2025-09-23T05:59-07:00,Free-Play
Bonus Entry Mondays,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Receive 500 bonus drawing entries.,2025-09-22T08:00-07:00,2025-09-22T14:00-07:00,Giveaway
Level Up Multiplier,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn up to 5X points,2025-09-22T10:00-07:00,2025-09-22T20:00-07:00,Point-Based
Free Gifts - Bakeware Sets,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Bundt Pan, Muffin Pan, Loaf Pan Set, Pie Pan Set; limit one per person, per week; while supplies last",2025-09-22T10:00-07:00,2025-09-22T20:00-07:00,Giveaway
Weekly $20 Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play added to your account,2025-09-22T10:00-07:00,2025-09-28T23:59-07:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 24x points based on Seahawks touchdowns.,2025-09-22T11:00-07:00,2025-09-22T20:00-07:00,Point-Based
Early Bird Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x rewards points.,2025-09-23T06:00-07:00,2025-09-23T12:00-07:00,Point-Based
Double Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",2x status points,2025-09-23T06:00-07:00,2025-09-24T05:59-07:00,Point-Based
Hotel Offer,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","$100 nightly Fri-Sat; $70 nightly Sun-Thurs, limit 2 nights each week",2025-09-23T06:00-07:00,2025-11-02T23:59-08:00,Hospitality-Rewards
Club Lucky Multiplier,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",2x-4x lucky points multiplier based on Club Lucky level.,2025-09-23T10:00-07:00,2025-09-23T18:00-07:00,Point-Based
An Epic Evening Gift Giveaway - Week 3,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Free gift with voucher; Versace sunglasses, Coach purse, chance at $18,000 cash grand prize",2025-09-23T10:00-07:00,2025-09-23T20:00-07:00,Giveaway
Tasty Tuesdays - Free Ice Cream,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",One free ice cream cup per person per week,2025-09-23T10:00-07:00,2025-09-23T20:00-07:00,Offer
Gift Giveaway - Electric Blender,Legends Casino,"580 Fort Road, Toppenish, WA",Electric Blender • One per person • While supplies last,2025-09-23T10:00-07:00,2025-09-23T23:59-07:00,Giveaway
Your Gift: Your Choice,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn 1 gift every 750 base points (limit 4 gifts),2025-09-23T11:00-07:00,2025-09-23T19:00-07:00,Giveaway
Hell’s Kitchen Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Fiery stoneware set,2025-09-23T12:00-07:00,2025-09-23T20:00-07:00,Giveaway
Fortune Drawings,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win up to $5,000 every 30 minutes",2025-09-23T18:00-07:00,2025-09-23T21:00-07:00,Offer
Golden Scales Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win food & free play prizes; play up to 8 times each day by earning 1,500 points",2025-09-24T00:00-07:00,2025-09-24T23:59-07:00,Free-Play
Weekly Loyalty Offer,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",$20 Free Play,2025-09-24T00:00-07:00,2025-09-30T23:59-07:00,Free-Play
Double Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",2x status points,2025-09-24T06:00-07:00,2025-09-25T05:59-07:00,Point-Based
$20 Free Play Offer,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",$20 free play valid one time,2025-09-24T07:00-07:00,2025-09-29T23:59-07:00,Free-Play
Wearable Wednesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Earn 50 base points. Get a free wearable (Big Football, Washington Football, Lake Cushman, Hood Canal T-shirt).",2025-09-24T10:00-07:00,2025-09-24T20:00-07:00,Giveaway
$40 Free Play Wednesdays,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Free Play if you play every Wednesday in September,2025-09-24T10:00-07:00,2025-09-24T23:59-07:00,Free-Play
Closet Clean Out Gift Giveaway,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Earn 5,000 points to receive a Free Gift",2025-09-24T12:00-07:00,2025-09-24T20:00-07:00,Giveaway
Hell’s Kitchen Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Fiery stoneware set,2025-09-24T12:00-07:00,2025-09-24T20:00-07:00,Giveaway
Cozy Up With Rewards - Six-Piece Soft Bath Towel Set,Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801","Earn 1,100 slot points for a Six-Piece Soft Bath Towel Set.",2025-09-24T12:00-07:00,2025-09-24T21:00-07:00,Point-Based
Poppin’ Poro Payouts,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win up to $4,500 in cash! 6 winners every hour",2025-09-24T17:00-07:00,2025-09-24T21:00-07:00,Giveaway
Early Bird Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x rewards points.,2025-09-25T06:00-07:00,2025-09-25T12:00-07:00,Point-Based
$35 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play,2025-09-25T06:00-07:00,2025-09-27T05:59-07:00,Free-Play
Monthly Gift Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift: 4-piece queen sheet set,2025-09-25T12:00-07:00,2025-09-25T21:00-07:00,Giveaway
Gift Giveaway - Wireless Phone Charger Alarm Clock Radio / USB Humidifier / LED Dome Lamp & Speaker,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Visit weekly to collect the entire set - no point earning needed. Limit one gift per week, while supplies last.",2025-09-25T13:00-07:00,2025-09-25T21:00-07:00,Giveaway
Treasure Hunter,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Free treasure hunt game. Win up to $2,000 in Lucky Bucks. Bonus game with 101 points.",2025-09-25T14:00-07:00,2025-09-25T20:00-07:00,Free-Play
Thursday Night Watch Party,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Seattle football game kick-off. Drawings for team gear + $50 Drift gift card.,2025-09-25T17:15-07:00,2025-09-25T23:59-07:00,Giveaway
Thursday Night Lights Drawings,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win up to $4,000 cash plus pro team helmets & jerseys",2025-09-25T18:00-07:00,2025-09-25T19:00-07:00,Giveaway
Let's Play Thursdays,Legends Casino,"580 Fort Road, Toppenish, WA","One winner every hour — 6pm: $4,000 • 7pm: $6,000 • 8pm: $8,000 • 9pm: $10,000",2025-09-25T18:00-07:00,2025-09-25T21:00-07:00,Offer
Fortune Drawings,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win up to $5,000 every 30 minutes",2025-09-25T18:00-07:00,2025-09-25T21:00-07:00,Offer
Fall Slot Tournament,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$3,500 in slot play every hour",2025-09-25T19:00-07:00,2025-09-25T22:00-07:00,Free-Play
Extended Summer Sweepstakes Multiplier,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Entry multiplier,2025-09-26T00:00-07:00,2025-09-26T23:59-07:00,Giveaway
Prime Rib Special,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$5 off prime rib with Club Lucky card.,2025-09-26T00:00-07:00,2025-09-27T23:59-07:00,Special-Events
Drift $15 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$15 Lucky Bucks valid Fri 9/26 - Sun 9/28.,2025-09-26T00:00-07:00,2025-09-28T23:59-07:00,Free-Play
Gift Card Earning Promotion,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn $20 Amazon or Visa gift card for every 25 status points (up to 5 additional gift cards),2025-09-26T06:00-07:00,2025-09-26T20:00-07:00,Giveaway
Monthly Gift Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Gift: Flannel fleece throw blanket,2025-09-26T10:00-07:00,2025-09-26T14:00-07:00,Giveaway
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 24x points based on Seahawks touchdowns.,2025-09-26T11:00-07:00,2025-09-26T20:00-07:00,Point-Based
Gift Card Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$40 in free gift cards + up to 5 earned gift cards,2025-09-26T12:00-07:00,2025-09-26T20:00-07:00,Giveaway
Ferris Wheel Free Play,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win your share of $50,000 in free play! 10 winners every half hour",2025-09-26T17:00-07:00,2025-09-26T21:30-07:00,Free-Play
Club Lucky Drawings,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Cash hot seat drawings based on tier. Bonus cash drawing at 9pm.,2025-09-26T18:00-07:00,2025-09-26T21:00-07:00,Giveaway
Jackpot Win Again Drawings,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win $5,000 at 6pm, 7pm, 8pm; Win $10,000 at 9pm",2025-09-26T18:00-07:00,2025-09-26T21:00-07:00,Offer
$35 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 slot play,2025-09-27T06:00-07:00,2025-09-28T05:59-07:00,Free-Play
$20 Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$20 Free Play,2025-09-27T10:00-07:00,2025-10-03T23:59-07:00,Free-Play
"$52,000 Extended Summer Sweepstakes",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Chance to win a share of $52,000 in cash & prizes. Receive a free entry for each day you play with your ilani Rewards account, plus additional entries for activation and status points earned.",2025-09-27T15:00-07:00,2025-09-27T19:40-07:00,Giveaway
Extended Summer Sweepstakes Grand Finale,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$40,000 grand prize drawing + hot seats",2025-09-27T15:00-07:00,2025-09-27T20:00-07:00,Giveaway
"$1,000 Promo Play Hot Seats",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 Promo Play awarded every 20 minutes.",2025-09-27T16:00-07:00,2025-09-27T19:40-07:00,Giveaway
Complimentary Room and Cruise Offer Pickup,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Complimentary room for two guests and a Princess® cruise certificate for two (valid through September 2026),2025-09-27T16:00-07:00,2025-09-27T20:00-07:00,Hospitality-Rewards
Lucky Star Rewards Drawings,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Drawings every 30 minutes; prizes up to $500 Free Play and grand prize $18,000 cash",2025-09-27T17:00-07:00,2025-09-27T21:00-07:00,Giveaway
Princess® Win a Cruise Giveaway,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Win Lucky Bucks or a cruise & cash. Winners selected at 7pm, 7:30pm, 8pm, 8:30pm, cruise + $500 cash at 9pm.",2025-09-27T19:00-07:00,2025-09-27T21:00-07:00,Giveaway
"$40,000 Grand Prize Cash Drawing",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$40,000 Grand Prize Drawing.",2025-09-27T20:00-07:00,2025-09-27T20:00-07:00,Giveaway
Reels Mile of Fortune Grand Prize Drawings,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win $25,000 Grand Prize Cash",2025-09-27T21:00-07:00,2025-09-27T21:00-07:00,Giveaway
"$50,000 Roll for the Royal Grand Prize Drawing",Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801","Grand prize drawing for up to $50,000 cash.",2025-09-27T22:30-07:00,2025-09-27T23:59-07:00,Giveaway
Football Pick ’Em,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Make weekly picks for up to $2,000 cash and $10 free play.",2025-09-28T00:00-07:00,2025-09-28T23:59-07:00,Giveaway
$125 Weekly Free Play or Dining Credit - Week 5,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 free play or dining credit.,2025-09-28T00:00-07:00,2025-10-04T23:59-07:00,Free-Play
Complimentary Hotel Stay - Week 5,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",1 complimentary night at EQC Fife.,2025-09-28T00:00-07:00,2025-10-04T23:59-07:00,Hospitality-Rewards
$10 Weekly Free Play,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",$10 free play any day,2025-09-28T00:00-07:00,2025-10-25T23:59-07:00,Free-Play
"Win up to $5,000 Free Play Weekly",Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Chance to win up to $5,000 free play",2025-09-28T00:00-07:00,2025-10-25T23:59-07:00,Free-Play
Pigskin Football Room Offer,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",1 Free Deluxe or Premium Room per week (Sunday–Thursday),2025-09-28T00:00-07:00,2025-10-30T23:59-07:00,Offer
